ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Naam_49;Code_50;Omschrijving_51;Code_52;Omschrijving_53;Inwonertal_54;Omgevingsadressendichtheid_55
300;GM0285    ;GM0285    ;Voorst                                            ;Voorst                                            ;AM06      ;Veluwe Stedendriehoek                             ;AR03      ;Gelderland                                        ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ17      ;Midden IJssel / Oost Veluwe                       ;KK43      ;Oost                                              ;LB2502    ;IJsselstreek                                      ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES12      ;Stedendriehoek                                    ;MC11      ;Stedendriehoek                                    ;RA0206    ;Stedendriehoek & Noord-Veluwe                     ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1201    ;Stedendriehoek                                    ;TR08      ;Veluwe en Veluwerand                              ;TG03      ;Bos en Heide Midden-Nederland                     ;VT14      ;Noord- en Oost-Gelderland                         ;VR06      ;Noord- en Oost-Gelderland                         ;ZK14      ;Midden-IJssel                                     ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;25377;593
301;GM0865    ;GM0865    ;Vught                                             ;Vught                                             ;AM27      ;Noordoost-Brabant                                 ;AR10      ;Oost-Brabant                                      ;CR35      ;Noordoost-Noord-Brabant                           ;CS351     ;Stadsgewest 's-Hertogenbosch                      ;CP3510    ;Stadsgewest 's-Hertogenbosch                      ;GG5406    ;GGD Hart voor Brabant                             ;JZ33      ;Noordoost Brabant                                 ;KK44      ;Zuid                                              ;LB3004    ;Oostelijke Langstraat                             ;LG10      ;Rivierengebied                                    ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;RE09      ;Oost-Brabant                                      ;ES27      ;Noordoost-Brabant                                 ;MC36      ;Noord-Oost-Brabant                                ;RA1325    ;Noordoost-Brabant                                 ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2701    ;Noordoost-Brabant                                 ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT27      ;Oost-Brabant                                      ;VR21      ;Brabant-Noord                                     ;ZK19      ;Noordoost-Brabant                                 ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;32356;1176
302;GM1949    ;GM1949    ;Waadhoeke                                         ;Waadhoeke                                         ;AM02      ;Friesland                                         ;AR05      ;Noord-Nederland                                   ;CR04      ;Noord-Friesland                                   ;CS040     ;Noord-Friesland                                   ;CP0400    ;Noord-Friesland                                   ;GG7206    ;GGD Fryslân                                       ;JZ02      ;Friesland (Fryslân)                               ;KK42      ;Noord                                             ;LB2101    ;Noordelijk Friesland                              ;LG01      ;Bouwhoek en Hogeland                              ;LD01      ;Noord-Nederland                                   ;PV21      ;Fryslân                                           ;RE01      ;Noord-Nederland                                   ;ES02      ;Friesland                                         ;MC04      ;Friesland Noord                                   ;RA0103    ;Friesland                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0201    ;Friesland                                         ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT04      ;Friesland                                         ;VR02      ;Fryslân                                           ;ZK08      ;Friesland                                         ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;46911;477
303;GM0866    ;GM0866    ;Waalre                                            ;Waalre                                            ;AM28      ;Zuidoost-Brabant                                  ;AR10      ;Oost-Brabant                                      ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;RE09      ;Oost-Brabant                                      ;ES26      ;Metropoolregio Eindhoven                          ;MC37      ;Zuidoost-Brabant                                  ;RA1326    ;Zuidoost-Brabant                                  ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2601    ;Metropoolregio Eindhoven                          ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT27      ;Oost-Brabant                                      ;VR22      ;Brabant-Zuidoost                                  ;ZK30      ;Zuidoost-Brabant                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17988;895
304;GM0867    ;GM0867    ;Waalwijk                                          ;Waalwijk                                          ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant (Hart van Brabant)                 ;KK44      ;Zuid                                              ;LB3002    ;Westelijke Langstraat                             ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;RE08      ;Zeeland - West-Brabant                            ;ES25      ;Hart van Brabant                                  ;MC35      ;Midden-Brabant                                    ;RA1324    ;Midden-Brabant                                    ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2501    ;Hart van Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT15      ;Midden-Brabant                                    ;VR20      ;Midden- en West-Brabant                           ;ZK12      ;Midden-Brabant                                    ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;50302;1349
305;GM0627    ;GM0627    ;Waddinxveen                                       ;Waddinxveen                                       ;AM20      ;Midden-Holland                                    ;AR07      ;Den Haag                                          ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;JZ27      ;Midden Holland                                    ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;RE06      ;Den Haag                                          ;ES22      ;Midden-Holland                                    ;MC27      ;Zuid-Holland-Oost                                 ;RA0818    ;Rijn Gouwe                                        ;RT13      ;Gerechtshof Den Haag                              ;ET2201    ;Midden-Holland                                    ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT10      ;Hollands-Midden                                   ;VR16      ;Hollands-Midden                                   ;ZK13      ;Midden-Holland                                    ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;34000;1581
306;GM0289    ;GM0289    ;Wageningen                                        ;Wageningen                                        ;AM38      ;FoodValley                                        ;AR03      ;Gelderland                                        ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1911    ;Veiligheids- en Gezondheidsregio Gelderland-Midden;JZ28      ;Centraal Gelderland                               ;KK43      ;Oost                                              ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES09      ;Foodvalley                                        ;MC16      ;Eem en Vallei                                     ;RA0309    ;Midden-Gelderland                                 ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0901    ;Foodvalley Gelderland                             ;TR08      ;Veluwe en Veluwerand                              ;TG03      ;Bos en Heide Midden-Nederland                     ;VT05      ;Gelderland-Midden                                 ;VR07      ;Gelderland-Midden                                 ;ZK04      ;Arnhem                                            ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;42579;2150
307;GM0629    ;GM0629    ;Wassenaar                                         ;Wassenaar                                         ;AM34      ;Zuid-Holland Centraal                             ;AR07      ;Den Haag                                          ;CR26      ;Agglomeratie 's-Gravenhage                        ;CS260     ;Agglomeratie 's-Gravenhage                        ;CP2601    ;Agglomeratie 's-Gravenhage exclusief Zoetermeer   ;GG7014    ;GGD Haaglanden                                    ;JZ24      ;Haaglanden                                        ;KK45      ;Zuidwest                                          ;LB2808    ;Bollenstreek                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;RE06      ;Den Haag                                          ;ES23      ;Rotterdam/Den Haag                                ;MC28      ;Haaglanden/Westland                               ;RA1020    ;Haaglanden en Nieuwe Waterweg Noord               ;RT13      ;Gerechtshof Den Haag                              ;ET2301    ;Rotterdam/Den Haag                                ;TR02      ;Noordzeebadplaatsen                               ;TG01      ;Kust                                              ;VT09      ;Haaglanden                                        ;VR15      ;Haaglanden                                        ;ZK10      ;Haaglanden                                        ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;27100;1485
308;GM0852    ;GM0852    ;Waterland                                         ;Waterland                                         ;AM17      ;Zaanstreek/Waterland                              ;AR02      ;Noord-Holland                                     ;CR23      ;Groot-Amsterdam                                   ;CS232     ;Overig Groot-Amsterdam                            ;CP2322    ;Edam-Volendam en omgeving                         ;GG7306    ;GGD Zaanstreek/Waterland                          ;JZ09      ;Zaanstreek-Waterland                              ;KK41      ;Noordwest                                         ;LB2706    ;Waterland en Noord-Hollandse Droogmakerijen       ;LG08      ;Waterland en Droogmakerijen                       ;LD03      ;West-Nederland                                    ;PV27      ;Noord-Holland                                     ;RE04      ;Noord-Holland                                     ;ES16      ;Noord-Holland Zuid                                ;MC21      ;Agglomeratie Amsterdam                            ;RA0615    ;Zaanstreek en Waterland                           ;RT11      ;Gerechtshof Amsterdam                             ;ET1603    ;Zaanstreek-Waterland                              ;TR03      ;IJsselmeerkust                                    ;TG02      ;Watersportgebieden                                ;VT22      ;Zaanstreek-Waterland                              ;VR11      ;Zaanstreek-Waterland                              ;ZK26      ;Zaanstreek/Waterland                              ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17525;656
309;GM0988    ;GM0988    ;Weert                                             ;Weert                                             ;AM33      ;Midden-Limburg                                    ;AR09      ;Limburg                                           ;CR38      ;Midden-Limburg                                    ;CS380     ;Midden-Limburg                                    ;CP3800    ;Midden-Limburg                                    ;GG6011    ;GGD Limburg-Noord                                 ;JZ43      ;Midden-Limburg West                               ;KK44      ;Zuid                                              ;LB3101    ;Noord-Limburg                                     ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;PV31      ;Limburg                                           ;RE10      ;Limburg                                           ;ES29      ;Noord- en Midden-Limburg                          ;MC38      ;Gewest Limburg-Noord                              ;RA1427    ;Noord- en Midden-Limburg                          ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2901    ;Noord- en Midden-Limburg                          ;TR14      ;Oost-Brabant, Noord- en Midden-Limburg, Nijmegen  ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT13      ;Noord- en Midden Limburg                          ;VR23      ;Limburg-Noord                                     ;ZK17      ;Noord- en Midden-Limburg                          ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;51079;1365
310;GM1960    ;GM1960    ;West Betuwe                                       ;West Betuwe                                       ;AM10      ;Rivierenland                                      ;AR03      ;Gelderland                                        ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2014    ;GGD Gelderland-Zuid                               ;JZ30      ;Rivierenland                                      ;KK43      ;Oost                                              ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES11      ;Fruitdelta Rivierenland                           ;MC15      ;Rivierenland                                      ;RA0308    ;Zuid-West Gelderland                              ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1101    ;Fruitdelta Rivierenland                           ;TR09      ;Gelders Rivierengebied                            ;TG03      ;Bos en Heide Midden-Nederland                     ;VT06      ;Gelderland-Zuid                                   ;VR08      ;Gelderland-Zuid                                   ;ZK16      ;Nijmegen                                          ;5;50 000 tot 100 000 inwoners                       ;5;Niet stedelijk           ;52948;474
311;GM0668    ;GM0668    ;West Maas en Waal                                 ;West Maas en Waal                                 ;AM10      ;Rivierenland                                      ;AR03      ;Gelderland                                        ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2014    ;GGD Gelderland-Zuid                               ;JZ30      ;Rivierenland                                      ;KK43      ;Oost                                              ;LB2503    ;Zuidelijk Gelderland                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES11      ;Fruitdelta Rivierenland                           ;MC15      ;Rivierenland                                      ;RA0308    ;Zuid-West Gelderland                              ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1101    ;Fruitdelta Rivierenland                           ;TR09      ;Gelders Rivierengebied                            ;TG03      ;Bos en Heide Midden-Nederland                     ;VT06      ;Gelderland-Zuid                                   ;VR08      ;Gelderland-Zuid                                   ;ZK16      ;Nijmegen                                          ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;20330;434
312;GM1969    ;GM1969    ;Westerkwartier                                    ;Westerkwartier                                    ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;CR03      ;Overig Groningen                                  ;CS030     ;Overig Groningen                                  ;CP0300    ;Overig Groningen                                  ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2005    ;Groninger zuidelijk Westerkwartier                ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RE01      ;Noord-Nederland                                   ;ES01      ;Groningen                                         ;MC03      ;Centraal en Westelijk Groningen                   ;RA0101    ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0101    ;Groningen                                         ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT08      ;Groningen                                         ;VR01      ;Groningen                                         ;ZK09      ;Groningen                                         ;5;50 000 tot 100 000 inwoners                       ;5;Niet stedelijk           ;64896;490
313;GM1701    ;GM1701    ;Westerveld                                        ;Westerveld                                        ;AM36      ;Regio Zwolle                                      ;AR05      ;Noord-Nederland                                   ;CR09      ;Zuidwest-Drenthe                                  ;CS090     ;Zuidwest-Drenthe                                  ;CP0900    ;Zuidwest-Drenthe                                  ;GG0706    ;GGD Drenthe                                       ;JZ04      ;Drenthe                                           ;KK42      ;Noord                                             ;LB2203    ;Zuidwestelijk Weidegebied in Drenthe              ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;PV22      ;Drenthe                                           ;RE01      ;Noord-Nederland                                   ;ES03      ;Drenthe                                           ;MC09      ;Zuid-West Drenthe                                 ;RA0102    ;Drenthe                                           ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0301    ;Drenthe                                           ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT02      ;Drenthe                                           ;VR03      ;Drenthe                                           ;ZK06      ;Drenthe                                           ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;20003;217
314;GM0293    ;GM0293    ;Westervoort                                       ;Westervoort                                       ;AM07      ;Midden-Gelderland                                 ;AR03      ;Gelderland                                        ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG1911    ;Veiligheids- en Gezondheidsregio Gelderland-Midden;JZ28      ;Centraal Gelderland                               ;KK43      ;Oost                                              ;LB2503    ;Zuidelijk Gelderland                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES08      ;Arnhem/Nijmegen                                   ;MC41      ;Arnhem                                            ;RA0309    ;Midden-Gelderland                                 ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0801    ;Arnhem/Nijmegen                                   ;TR10      ;Achterhoek                                        ;TG03      ;Bos en Heide Midden-Nederland                     ;VT05      ;Gelderland-Midden                                 ;VR07      ;Gelderland-Midden                                 ;ZK04      ;Arnhem                                            ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;15151;1165
315;GM1950    ;GM1950    ;Westerwolde                                       ;Westerwolde                                       ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;CR01      ;Oost-Groningen                                    ;CS010     ;Oost-Groningen                                    ;CP0100    ;Oost-Groningen                                    ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2004    ;Westerwolde en Groninger Veenkoloniën             ;LG02      ;Veenkoloniën en Oldambt                           ;LD01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RE01      ;Noord-Nederland                                   ;ES01      ;Groningen                                         ;MC01      ;Oost-Groningen                                    ;RA0101    ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0101    ;Groningen                                         ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT08      ;Groningen                                         ;VR01      ;Groningen                                         ;ZK09      ;Groningen                                         ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;26465;287
316;GM1783    ;GM1783    ;Westland                                          ;Westland                                          ;AM21      ;Haaglanden                                        ;AR07      ;Den Haag                                          ;CR27      ;Delft en Westland                                 ;CS270     ;Delft en Westland                                 ;CP2700    ;Delft en Westland                                 ;GG7014    ;GGD Haaglanden                                    ;JZ24      ;Haaglanden                                        ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;PV28      ;Zuid-Holland                                      ;RE06      ;Den Haag                                          ;ES23      ;Rotterdam/Den Haag                                ;MC28      ;Haaglanden/Westland                               ;RA1020    ;Haaglanden en Nieuwe Waterweg Noord               ;RT13      ;Gerechtshof Den Haag                              ;ET2301    ;Rotterdam/Den Haag                                ;TR02      ;Noordzeebadplaatsen                               ;TG01      ;Kust                                              ;VT09      ;Haaglanden                                        ;VR15      ;Haaglanden                                        ;ZK33      ;Westland Schieland Delfland                       ;6;100 000 tot 150 000 inwoners                      ;3;Matig stedelijk          ;115941;1482
317;GM0098    ;GM0098    ;Weststellingwerf                                  ;Weststellingwerf                                  ;AM02      ;Friesland                                         ;AR05      ;Noord-Nederland                                   ;CR06      ;Zuidoost-Friesland                                ;CS060     ;Zuidoost-Friesland                                ;CP0600    ;Zuidoost-Friesland                                ;GG7206    ;GGD Fryslân                                       ;JZ02      ;Friesland (Fryslân)                               ;KK42      ;Noord                                             ;LB2103    ;De Wouden                                         ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;PV21      ;Fryslân                                           ;RE01      ;Noord-Nederland                                   ;ES02      ;Friesland                                         ;MC06      ;Friesland-Oost ('de Friese Wouden')               ;RA0103    ;Friesland                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0201    ;Friesland                                         ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT04      ;Friesland                                         ;VR02      ;Fryslân                                           ;ZK08      ;Friesland                                         ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26487;699
318;GM0189    ;GM0189    ;Wierden                                           ;Wierden                                           ;AM05      ;Twente                                            ;AR06      ;Overijssel                                        ;CR12      ;Twente                                            ;CS120     ;Twente                                            ;CP1200    ;Twente                                            ;GG1106    ;GGD Twente                                        ;JZ14      ;Twente                                            ;KK43      ;Oost                                              ;LB2303    ;Twente                                            ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RE02      ;Oost-Nederland                                    ;ES04      ;Twente                                            ;MC12      ;Twente                                            ;RA0205    ;Twente                                            ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0401    ;Twente                                            ;TR11      ;Twente, Salland en Vechtstreek                    ;TG04      ;Bos en Heide Noordoost-Nederland                  ;VT19      ;Twente                                            ;VR05      ;Twente                                            ;ZK22      ;Twente                                            ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;24931;711
319;GM0296    ;GM0296    ;Wijchen                                           ;Wijchen                                           ;AM08      ;Rijk van Nijmegen                                 ;AR03      ;Gelderland                                        ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG2014    ;GGD Gelderland-Zuid                               ;JZ32      ;Rijk van Nijmegen                                 ;KK43      ;Oost                                              ;LB2503    ;Zuidelijk Gelderland                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES08      ;Arnhem/Nijmegen                                   ;MC40      ;Rijk van Nijmegen                                 ;RA0308    ;Zuid-West Gelderland                              ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0801    ;Arnhem/Nijmegen                                   ;TR09      ;Gelders Rivierengebied                            ;TG03      ;Bos en Heide Midden-Nederland                     ;VT06      ;Gelderland-Zuid                                   ;VR08      ;Gelderland-Zuid                                   ;ZK16      ;Nijmegen                                          ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;41545;1255
320;GM1696    ;GM1696    ;Wijdemeren                                        ;Wijdemeren                                        ;AM12      ;Gooi en Vechtstreek                               ;AR04      ;Midden-Nederland                                  ;CR24      ;Het Gooi en Vechtstreek                           ;CS240     ;Het Gooi en Vechtstreek                           ;CP2400    ;Het Gooi en Vechtstreek                           ;GG3606    ;GGD Gooi en Vechtstreek                           ;JZ16      ;Gooi en Vechtstreek                               ;KK41      ;Noordwest                                         ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV27      ;Noord-Holland                                     ;RE03      ;Midden-Nederland                                  ;ES16      ;Noord-Holland Zuid                                ;MC20      ;Gooi en Vechtstreek                               ;RA0511    ;Gooi- en Vechtstreek                              ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1604    ;Gooi en Vechtstreek                               ;TR06      ;Hollands-Utrechtse meren                          ;TG02      ;Watersportgebieden                                ;VT07      ;Gooi en Vechtstreek                               ;VR14      ;Gooi en Vechtstreek                               ;ZK21      ;'t Gooi                                           ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;24605;603
321;GM0352    ;GM0352    ;Wijk bij Duurstede                                ;Wijk bij Duurstede                                ;AM13      ;Midden-Utrecht                                    ;AR04      ;Midden-Nederland                                  ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1704    ;Zuidoost-Utrecht                                  ;GG2514    ;GGD Regio Utrecht                                 ;JZ23      ;Zuidoost Utrecht                                  ;KK41      ;Noordwest                                         ;LB2601    ;Kromme Rijn-streek en Heuvelrug                   ;LG10      ;Rivierengebied                                    ;LD03      ;West-Nederland                                    ;PV26      ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;ES14      ;U16                                               ;MC19      ;Utrecht                                           ;RA0512    ;Utrecht en omgeving                               ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1401    ;U16                                               ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT20      ;Utrecht                                           ;VR09      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;23945;1151
322;GM0294    ;GM0294    ;Winterswijk                                       ;Winterswijk                                       ;AM09      ;Achterhoek                                        ;AR03      ;Gelderland                                        ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ25      ;Achterhoek                                        ;KK43      ;Oost                                              ;LB2508    ;Achterhoek                                        ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RE02      ;Oost-Nederland                                    ;ES07      ;Achterhoek                                        ;MC13      ;Achterhoek                                        ;RA0207    ;Achterhoek                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET0701    ;Achterhoek                                        ;TR10      ;Achterhoek                                        ;TG03      ;Bos en Heide Midden-Nederland                     ;VT14      ;Noord- en Oost-Gelderland                         ;VR06      ;Noord- en Oost-Gelderland                         ;ZK04      ;Arnhem                                            ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;29231;1225
323;GM0873    ;GM0873    ;Woensdrecht                                       ;Woensdrecht                                       ;AM25      ;West-Brabant                                      ;AR11      ;Zeeland-West-Brabant                              ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;JZ36      ;West Brabant West                                 ;KK44      ;Zuid                                              ;LB3005    ;Westelijke Zandgronden                            ;LG12      ;Zuidwest-Brabant                                  ;LD04      ;Zuid-Nederland                                    ;PV30      ;Noord-Brabant                                     ;RE08      ;Zeeland - West-Brabant                            ;ES28      ;West-Brabant                                      ;MC34      ;West-Brabant                                      ;RA1323    ;West-Brabant                                      ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;ET2801    ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;TG05      ;Bos en Heide Zuid-Nederland                       ;VT21      ;West-brabant                                      ;VR20      ;Midden- en West-Brabant                           ;ZK25      ;West-Brabant                                      ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;22208;673
324;GM0632    ;GM0632    ;Woerden                                           ;Woerden                                           ;AM13      ;Midden-Utrecht                                    ;AR04      ;Midden-Nederland                                  ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1701    ;Utrecht-West                                      ;GG2514    ;GGD Regio Utrecht                                 ;JZ19      ;Utrecht West                                      ;KK41      ;Noordwest                                         ;LB2602    ;Westelijk Weidegebied in Utrecht                  ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;PV26      ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;ES14      ;U16                                               ;MC19      ;Utrecht                                           ;RA0512    ;Utrecht en omgeving                               ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;ET1401    ;U16                                               ;TR17      ;Overig Nederland                                  ;TG06      ;Overig Nederland                                  ;VT20      ;Utrecht                                           ;VR09      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;53724;1428
